brand;model;body;year;mileage;fuel;seller;transmission;city;color;price
subaru;impreza;sedan;2017;18,000 KM;gasoline;dealer;cvt;Manila;White;858000
mitsubishi;mirage-g4;sedan;2018;10,000 KM;gasoline;dealer;cvt;Makati;Red;474000
nissan;juke;crossover;2017;9,000 KM;gasoline;dealer;cvt;Mandaluyong;Blue;698000
suzuki;celerio;hatchback;2018;15,000 KM;gasoline;dealer;cvt;Makati;Red;495000
toyota;vios-2017-2018;sedan;2018;10,000 KM;gasoline;dealer;cvt;Quezon City;Silver / Grey;795000
mitsubishi;mirage-g4;sedan;2018;6,992 KM;gasoline;dealer;cvt;Makati;Silver / Grey;558000
toyota;hilux;pickup-trucks;2018;8,000 KM;diesel;dealer;maunal;Manila;Red;918000
toyota;wigo;hatchback;2019;2,000 KM;gasoline;dealer;maunal;Quezon City;n/a;388000
toyota;fortuner-2015;suv;2018;3,300 KM;diesel;dealer;n/a;Manila;Silver / Grey;1308000
toyota;avanza-2015-2018;mpv;2017;12,000 KM;gasoline;dealer;maunal;Manila;Blue;680000
toyota;avanza-2015-2018;mpv;2017;2,800 KM;gasoline;dealer;maunal;Manila;Black;585000
chevrolet;trailblazer;suv;2017;n/a;diesel;dealer;maunal;Pasay;Green;1170000
toyota;avanza-2015-2018;mpv;2018;n/a;gasoline;dealer;maunal;Manila;Silver / Grey;665000
toyota;avanza-2015-2018;mpv;2018;3,800 KM;gasoline;dealer;maunal;Manila;Blue;695000
toyota;avanza-2015-2018;mpv;2018;13,399 KM;gasoline;dealer;maunal;Quezon City;Blue;570000
toyota;avanza-2015-2018;mpv;2018;12,856 KM;gasoline;dealer;maunal;Quezon City;Blue;575000
toyota;corolla-altis-2016-2018;sedan;2017;1,900 KM;gasoline;dealer;maunal;Manila;Silver / Grey;870000
toyota;hilux;pickup-trucks;2018;8,796 KM;diesel;dealer;maunal;Manila;Red;975000
toyota;vios-2017-2018;sedan;2018;10,422 KM;gasoline;dealer;cvt;Quezon City;Red;520000
toyota;vios-2017-2018;sedan;2018;3,300 KM;gasoline;dealer;cvt;Quezon City;Black;670000
nissan;juke;crossover;2017;26,439 KM;gasoline;dealer;cvt;Angeles;n/a;725000
toyota;corolla-altis-2016-2018;sedan;2017;30,630 KM;gasoline;dealer;cvt;Makati;n/a;700000
mitsubishi;mirage;hatchback;2018;30,792 KM;gasoline;dealer;cvt;Quezon City;n/a;430000
honda;city;sedan;2016;29,000 KM;gasoline;dealer;cvt;Batangas City;n/a;500000
mitsubishi;mirage-g4-2015-2018;sedan;2018;1,405 KM;gasoline;dealer;cvt;Makati;Silver / Grey;500000
mitsubishi;mirage-g4-2015-2018;sedan;2018;n/a;gasoline;dealer;cvt;Muntinlupa;Black;310000
mitsubishi;mirage-g4;sedan;2019;n/a;gasoline;dealer;cvt;Muntinlupa;Silver / Grey;395000
mitsubishi;mirage-g4;sedan;2019;n/a;gasoline;dealer;cvt;Muntinlupa;Red;375000
nissan;juke;crossover;2017;12,000 KM;gasoline;dealer;cvt;Las Pinas;Black;670000
nissan;altima-2015;sedan;2017;n/a;gasoline;dealer;cvt;Makati;Silver / Grey;800000
mitsubishi;mirage-g4;sedan;2019;9,000 KM;gasoline;dealer;cvt;Mandaluyong;n/a;520000
toyota;vios-2017-2018;sedan;2017;19,800 KM;gasoline;dealer;cvt;Manila;Orange;495000
toyota;vios-2017-2018;sedan;2018;10,422 KM;gasoline;dealer;cvt;Manila;Red;530000
foton;view-transvan;van;2018;5,000 KM;diesel;dealer;maunal;Quezon City;White;794000
mitsubishi;mirage;hatchback;2018;8,000 KM;gasoline;dealer;maunal;Marikina;Red;398000
toyota;hilux;pickup-trucks;2017;1 KM;diesel;dealer;maunal;Manila;n/a;888000
hyundai;eon;hatchback;2018;1 KM;gasoline;dealer;maunal;Manila;n/a;488000
mitsubishi;strada;pickup-trucks;2018;1 KM;diesel;dealer;maunal;Manila;n/a;888000
honda;mobilio;mpv;2017;17,000 KM;gasoline;dealer;maunal;Makati;Silver / Grey;693000
toyota;wigo;hatchback;2018;14,000 KM;gasoline;dealer;n/a;Quezon City;Black;425000
foton;view-transvan;van;2018;3,000 KM;diesel;dealer;maunal;Quezon City;Silver / Grey;695000
mitsubishi;montero-sport;suv;2018;1 KM;diesel;dealer;maunal;Pasig;n/a;1078000
hyundai;grand-starex-2014-2018;van;2017;30,000 KM;diesel;dealer;n/a;Las Pinas;White;1230000
ford;ranger-2016-2018;pickup-trucks;2018;16,000 KM;diesel;dealer;maunal;Marikina;White;875000
toyota;wigo;hatchback;2019;1,800 KM;gasoline;dealer;n/a;Quezon City;White;455000
toyota;avanza-2015-2018;mpv;2018;1 KM;gasoline;dealer;maunal;Marikina;n/a;675000
mitsubishi;strada;pickup-trucks;2017;1 KM;diesel;dealer;maunal;Marikina;Red;850000
land-rover;range-rover;suv;2019;1,000 KM;gasoline;dealer;n/a;Manila;White;10000000
nissan;np300-navara;pickup-trucks;2016;40,000 KM;diesel;dealer;maunal;Quezon City;n/a;870000
toyota;corolla-altis-2016-2018;sedan;2017;5,000 KM;gasoline;dealer;cvt;Quezon City;Silver / Grey;845000
mitsubishi;mirage-g4;sedan;2017;21,000 KM;gasoline;dealer;cvt;Quezon City;Silver / Grey;458000
mitsubishi;mirage-g4-2015-2018;sedan;2018;5,000 KM;gasoline;dealer;cvt;Makati;Silver / Grey;515000
chevrolet;trailblazer;suv;2017;13,754 KM;diesel;dealer;automatic;Mandaluyong;Black;1150000
toyota;fj-cruiser;suv;2017;15,000 KM;gasoline;dealer;automatic;Las Pinas;White;1630000
toyota;avanza-2015-2018;mpv;2017;67,000 KM;gasoline;dealer;automatic;Pasig;n/a;678000
chevrolet;camaro;coupe;2017;16,000 KM;gasoline;dealer;automatic;Pasig;Silver / Grey;3598000
mercedes-benz;gle-class;suv;2017;1 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;8800000
toyota;land-cruiser-prado;suv;2018;5,000 KM;diesel;dealer;automatic;Quezon City;White;6380000
toyota;fj-cruiser;suv;2019;2,702 KM;gasoline;dealer;automatic;Quezon City;n/a;2198000
ford;explorer;suv;2015;370,000 KM;gasoline;dealer;automatic;Quezon City;Blackish Green ;1358000
lexus;lx;suv;2020;2,000 KM;gasoline;dealer;automatic;Manila;Black;11000000
hyundai;accent;sedan;2017;36,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;460000
kia;rio-hatchback;hatchback;2012;62,000 KM;gasoline;dealer;automatic;Cebu City;n/a;305000
hyundai;tucson;crossover;2017;11,000 KM;gasoline;dealer;automatic;Caloocan;Silver / Grey;720000
nissan;nv350-urvan;minivans;2018;25,000 KM;diesel;dealer;automatic;Manila;White;918000
foton;thunder;pickup-trucks;2018;8,000 KM;diesel;dealer;automatic;Calasiao;Black;560000
hyundai;accent;sedan;2017;19,000 KM;diesel;dealer;automatic;Calasiao;Silver / Grey;385000
ford;mustang;sedan;2018;9,000 KM;gasoline;dealer;automatic;Pasig;Orange;2950000
ford;mustang;sedan;2018;1 KM;gasoline;dealer;automatic;Pasig;Red;3300000
ford;ecosport-2013-2017;suv;2018;8,000 KM;gasoline;dealer;automatic;Pasig;Silver / Grey;880000
mazda;cx-5;crossover;2018;16,634 KM;diesel;dealer;automatic;Pasig;n/a;1850000
nissan;gt-r;coupe;2018;2,800 KM;gasoline;dealer;automatic;Pasig;White;6980000
ford;ranger-raptor;pickup-trucks;2019;5,000 KM;diesel;dealer;automatic;Pasig;Blue;1890000
porsche;macan;suv;2017;21,000 KM;gasoline;dealer;automatic;Pasig;Silver / Grey;4200000
mitsubishi;montero-sport;suv;2019;22,841 KM;diesel;dealer;automatic;Mandaluyong;n/a;1248000
toyota;fortuner;suv;2017;9,000 KM;diesel;dealer;automatic;Mandaluyong;Black;1268000
ford;everest;suv;2017;50,000 KM;diesel;dealer;automatic;Mandaluyong;Red;1298000
mitsubishi;xpander;mpv;2019;11,000 KM;gasoline;dealer;automatic;Makati;Silver / Grey;890000
honda;cr-v;suv;2019;12,000 KM;diesel;dealer;automatic;Quezon City;n/a;1430000
toyota;vios;sedan;2019;2,400 KM;gasoline;dealer;automatic;Manila;Red;580000
toyota;wigo;hatchback;2018;3,800 KM;gasoline;dealer;automatic;Manila;Silver / Grey;450000
toyota;wigo;hatchback;2019;1,800 KM;gasoline;dealer;automatic;Manila;White;470000
toyota;fortuner;suv;2019;11,900 KM;diesel;dealer;automatic;Manila;Gold;1290000
toyota;wigo;hatchback;2019;2,000 KM;gasoline;dealer;automatic;Manila;Black;460000
toyota;fortuner;suv;2019;9,200 KM;diesel;dealer;automatic;Manila;Brown;1290000
toyota;wigo;hatchback;2017;8,800 KM;gasoline;dealer;automatic;Manila;Orange;445000
toyota;wigo;hatchback;2017;8,800 KM;gasoline;dealer;automatic;Manila;Orange;450000
gmc;savana;van;2017;4,500 KM;gasoline;dealer;automatic;Manila;Black;4900000
lincoln;navigator;suv;2018;6,000 KM;gasoline;dealer;automatic;Manila;Black;7800000
ferrari;488-spider;convertible;2018;1,000 KM;gasoline;dealer;automatic;Manila;White;24000000
mitsubishi;montero-sport;suv;2017;37,482 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1358000
toyota;wigo;hatchback;2017;22,369 KM;gasoline;dealer;automatic;Imus;Silver / Grey;438000
hyundai;grand-starex;van;2019;6,023 KM;diesel;dealer;automatic;Imus;Silver / Grey;1780000
toyota;alphard;mpv;2019;n/a;gasoline;dealer;automatic;Quezon City;White;4380000
toyota;tundra;pickup-trucks;2020;n/a;gasoline;dealer;automatic;Quezon City;White;5550000
ford;f150;pickup-trucks;2020;n/a;gasoline;dealer;automatic;Quezon City;Black;4980000
toyota;land-cruiser-prado;suv;2020;n/a;diesel;dealer;automatic;Quezon City;Silver / Grey;5980000
toyota;alphard;mpv;2020;n/a;gasoline;dealer;automatic;Quezon City;White;4750000
ford;f150;pickup-trucks;2020;n/a;gasoline;dealer;automatic;Quezon City;Blue;6980000
ford;f150;pickup-trucks;2020;n/a;gasoline;dealer;automatic;Quezon City;Blue;6980000
toyota;land-cruiser-prado;suv;2020;n/a;diesel;dealer;automatic;Quezon City;Black;5980000
toyota;land-cruiser-prado;suv;2020;n/a;diesel;dealer;automatic;Quezon City;Silver / Grey;5980000
toyota;land-cruiser-prado;suv;2018;n/a;diesel;dealer;automatic;Quezon City;Black;8350000
toyota;sienna;van;2020;n/a;gasoline;dealer;automatic;Quezon City;White;4580000
cadillac;escalade;suv;2020;n/a;gasoline;dealer;automatic;Quezon City;Black;9480000
cadillac;escalade;suv;2019;n/a;gasoline;dealer;automatic;Quezon City;White;9480000
lexus;lx;suv;2018;n/a;gasoline;dealer;automatic;Quezon City;White;8650000
ford;f150;pickup-trucks;2020;n/a;gasoline;dealer;automatic;Quezon City;Red;6980000
ford;f150;pickup-trucks;2019;n/a;gasoline;dealer;automatic;Quezon City;White;6980000
ford;f150;pickup-trucks;2019;n/a;gasoline;dealer;automatic;Quezon City;Red;6980000
ford;f150;pickup-trucks;2020;n/a;gasoline;dealer;automatic;Quezon City;Black;6980000
toyota;land-cruiser-prado;suv;2020;n/a;diesel;dealer;automatic;Quezon City;White;5980000
toyota;sequoia;suv;2018;n/a;gasoline;dealer;automatic;Quezon City;White;6280000
infiniti;qx80;suv;2019;n/a;gasoline;dealer;automatic;Quezon City;White;7180000
toyota;sequoia;suv;2019;n/a;gasoline;dealer;automatic;Quezon City;Black;6280000
cadillac;escalade;suv;2020;n/a;gasoline;dealer;automatic;Quezon City;Black;13500000
land-rover;discovery;suv;2019;n/a;diesel;dealer;automatic;Quezon City;Black;6550000
mitsubishi;mirage-g4;sedan;2018;20,000 KM;gasoline;dealer;cvt;Makati;Red;469000
subaru;impreza;sedan;2017;12,000 KM;gasoline;dealer;cvt;Quezon City;White;868000
nissan;juke;crossover;2017;31,000 KM;gasoline;dealer;cvt;Cebu City;White;700000
toyota;vios-2017-2018;sedan;2017;10,000 KM;gasoline;dealer;cvt;Makati;Black;474000
toyota;vios-2017-2018;sedan;2018;10,000 KM;gasoline;dealer;cvt;Quezon City;Blue;698000
toyota;vios-2017-2018;sedan;2017;19,800 KM;gasoline;dealer;cvt;Quezon City;Orange;485000
toyota;innova;mpv;2017;31,000 KM;diesel;dealer;automatic;Quezon City;Purple / Pink;1040000
toyota;yaris;hatchback;2016;13,800 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;548000
toyota;innova;mpv;2015;25,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;745000
chevrolet;captiva;crossover;2015;34,000 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;650000
honda;civic;sedan;2015;36 KM;gasoline;dealer;automatic;Manila;Red;618000
ford;everest;suv;2016;30 KM;diesel;dealer;automatic;Manila;White;1188000
chevrolet;trailblazer-2015;suv;2016;54,000 KM;diesel;dealer;automatic;Makati;White;948000
hyundai;tucson;crossover;2016;48,000 KM;diesel;dealer;automatic;Quezon City;Black;855000
ferrari;california-t;coupe;2016;12,000 KM;gasoline;dealer;automatic;Pasig;Blue;15500000
toyota;yaris;hatchback;2016;13,800 KM;gasoline;dealer;automatic;Manila;Silver / Grey;560000
toyota;vios;sedan;2016;11,000 KM;gasoline;dealer;automatic;Quezon City;Orange;450000
toyota;vios;sedan;2016;13,000 KM;gasoline;dealer;automatic;Quezon City;Red;510000
toyota;vios;sedan;2016;11,000 KM;gasoline;dealer;automatic;Quezon City;Orange;470000
hyundai;grand-starex;van;2015;n/a;diesel;dealer;automatic;Manila;Silver / Grey;1688000
toyota;yaris;hatchback;2016;14,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;540000
toyota;hiace;van;2015;43,000 KM;diesel;dealer;automatic;Quezon City;White;1215000
toyota;wigo;hatchback;2019;2,300 KM;gasoline;dealer;automatic;Manila;Red;508000
isuzu;mu-x;suv;2016;12,167 KM;diesel;dealer;automatic;Manila;White;1288000
mitsubishi;montero-sport;suv;2016;17,000 KM;diesel;dealer;automatic;Quezon City;Brown;1298000
toyota;vios;sedan;2016;15,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;450000
isuzu;mu-x;mpv;2015;43,000 KM;diesel;dealer;automatic;Quezon City;Brown;948000
toyota;vios;sedan;2016;13,000 KM;gasoline;dealer;automatic;Quezon City;Red;450000
toyota;yaris;hatchback;2016;3,000 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;490000
hyundai;accent;sedan;2016;16,245 KM;gasoline;dealer;automatic;Quezon City;White;499000
ford;expedition;suv;2015;22,000 KM;gasoline;dealer;automatic;Makati;n/a;2388000
chevrolet;trailblazer-2015;suv;2016;35,000 KM;diesel;dealer;automatic;Makati;n/a;788000
honda;mobilio;mpv;2015;n/a;gasoline;dealer;automatic;Manila;Black;640000
toyota;vios;sedan;2016;4,900 KM;gasoline;dealer;automatic;Manila;Silver / Grey;515000
toyota;vios;sedan;2019;1,800 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;600000
toyota;fortuner;suv;2016;5,800 KM;diesel;dealer;automatic;Manila;Black;1360000
toyota;vios;sedan;2015;44,000 KM;gasoline;dealer;automatic;Marikina;Black;438000
toyota;innova;mpv;2016;8,800 KM;diesel;dealer;automatic;Manila;Purple / Pink;958000
toyota;innova;mpv;2016;1,900 KM;diesel;dealer;automatic;Manila;Blue;1010000
toyota;innova;mpv;2016;18,000 KM;diesel;dealer;automatic;Manila;Purple / Pink;1095000
toyota;wigo;hatchback;2019;1,900 KM;gasoline;dealer;automatic;Quezon City;Silver / Grey;455000
toyota;86-2015;coupe;2016;n/a;gasoline;dealer;manual;Manila;Silver / Grey;1540000
ford;ranger;pickup-trucks;2015;69,945 KM;diesel;dealer;manual;Quezon City;Red;750000
toyota;vios;sedan;2016;8,800 KM;gasoline;dealer;manual;Manila;Silver / Grey;495000
mitsubishi;l300-2000-2010;mpv;2016;40,000 KM;diesel;dealer;manual;Quezon City;White;658000
toyota;wigo;hatchback;2016;8,000 KM;gasoline;dealer;manual;Manila;White;360000
toyota;vios;sedan;2016;8,800 KM;gasoline;dealer;manual;Manila;White;615000
toyota;vios;sedan;2016;n/a;gasoline;dealer;manual;Manila;Red;540000
ford;expedition;suv;2015;22,000 KM;gasoline;dealer;automatic;Makati;White;2288000
honda;civic;sedan;2015;36,000 KM;gasoline;dealer;automatic;Manila;Red;528000
honda;hr-v;suv;2015;35,000 KM;gasoline;dealer;automatic;Manila;Blue;758000
kia;rio-sedan;sedan;2015;22,000 KM;gasoline;dealer;automatic;Pasig;Silver / Grey;398000
ford;ecosport-2013-2017;suv;2016;42,000 KM;gasoline;dealer;automatic;Manila;Black;548000
ford;explorer;suv;2016;30,000 KM;gasoline;dealer;automatic;Manila;White;1758000
toyota;vios;sedan;2016;8,000 KM;gasoline;dealer;automatic;Manila;Red;555000
mitsubishi;montero-sport;suv;2016;52,000 KM;diesel;dealer;automatic;Pasig;Silver / Grey;1198000
ford;escape;suv;2015;53,000 KM;gasoline;dealer;automatic;Manila;White;758000
chevrolet;trax;crossover;2016;27,000 KM;gasoline;dealer;automatic;Las Pinas;Red;598000
toyota;vios;sedan;2016;8,800 KM;gasoline;dealer;automatic;Manila;Red;540000
mitsubishi;montero-sport-2015;suv;2015;30,367 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;818000
mazda;3-sedan;sedan;2015;49,000 KM;gasoline;dealer;automatic;Quezon City;White;648000
mitsubishi;montero-sport;suv;2016;37,417 KM;diesel;dealer;automatic;Quezon City;Silver / Grey;1165000
toyota;vios;sedan;2019;5,800 KM;gasoline;dealer;automatic;Quezon City;Purple / Pink;585000
toyota;vios;sedan;2019;1,600 KM;gasoline;dealer;manual;Quezon City;Purple / Pink;565000
toyota;hiace;van;2015;22,000 KM;diesel;dealer;manual;Manila;White;1190000
toyota;avanza;mpv;2018;8,900 KM;gasoline;dealer;manual;Quezon City;Black;675000
toyota;hiace-2015-2018;van;2017;18,000 KM;diesel;dealer;manual;Quezon City;Silver / Grey;960000
toyota;innova;mpv;2016;3,800 KM;gasoline;dealer;manual;Manila;Red;1010000
toyota;vios;sedan;2018;8,500 KM;gasoline;dealer;manual;Quezon City;Green;478000
toyota;innova;mpv;2016;5,000 KM;gasoline;dealer;manual;Manila;Black;1019000
toyota;vios;sedan;2017;10,800 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;438000
toyota;avanza;mpv;2015;40,000 KM;gasoline;dealer;manual;Manila;Silver / Grey;538000
toyota;vios;sedan;2016;8,800 KM;gasoline;dealer;manual;Manila;Green;495000
toyota;vios;sedan;2015;n/a;gasoline;dealer;manual;Manila;Silver / Grey;340000
chevrolet;spin;muv;2015;49 KM;gasoline;dealer;manual;Manila;Silver / Grey;468000
hyundai;accent;sedan;2016;35,000 KM;gasoline;dealer;manual;Makati;White;331000
toyota;vios-2017-2018;sedan;2017;9,000 KM;gasoline;dealer;manual;Manila;Green;458000
mitsubishi;adventure;mpv;2016;24,000 KM;diesel;dealer;manual;Quezon City;n/a;585000
mitsubishi;adventure;mpv;2016;24,000 KM;diesel;dealer;manual;Quezon City;Black;585000
mazda;bt-50;pickup-trucks;2016;16,000 KM;diesel;dealer;manual;Quezon City;n/a;738000
mitsubishi;adventure;mpv;2016;24,000 KM;diesel;dealer;manual;Quezon City;n/a;585000
hyundai;accent;sedan;2016;14,000 KM;diesel;dealer;manual;Quezon City;Silver / Grey;538000
isuzu;mu-x;mpv;2015;1 KM;diesel;dealer;manual;Cebu City;Brown;885000
toyota;innova;mpv;2015;42,000 KM;gasoline;dealer;manual;Manila;Brown;720000
toyota;vios;sedan;2016;n/a;gasoline;dealer;manual;Quezon City;Silver / Grey;470000
toyota;vios;sedan;2016;8,000 KM;gasoline;dealer;manual;Manila;Silver / Grey;460000
toyota;vios;sedan;2016;2,200 KM;gasoline;dealer;manual;Manila;Green;515000
toyota;hiace-2015-2018;van;2017;5,000 KM;diesel;dealer;manual;Manila;White;1420000
toyota;vios;sedan;2016;11,800 KM;gasoline;dealer;manual;Manila;Red;370000
toyota;vios;sedan;2015;25,000 KM;gasoline;dealer;manual;Manila;Black;360000
toyota;hiace-2015-2018;van;2016;18,000 KM;diesel;dealer;manual;Manila;White;945000
isuzu;d-max;mpv;2016;n/a;diesel;dealer;manual;Manila;Blue;720000
ford;ecosport-2013-2017;suv;2016;19,000 KM;gasoline;dealer;manual;Manila;Black;438000
toyota;vios;sedan;2016;36,000 KM;gasoline;dealer;automatic;Quezon City;Orange;578000
toyota;innova;mpv;2016;8,800 KM;diesel;dealer;automatic;Quezon City;Purple / Pink;950000
toyota;fortuner;suv;2018;19,000 KM;diesel;dealer;automatic;Manila;Black;1475000
cadillac;escalade;suv;2020;1,000 KM;gasoline;dealer;automatic;Pasig;n/a;9980000
toyota;camry-2015-2018;sedan;2015;42,000 KM;gasoline;dealer;automatic;Manila;Black;938000
toyota;vios;sedan;2019;5,000 KM;gasoline;dealer;automatic;Quezon City;Blue;798000
toyota;vios;sedan;2015;15,000 KM;gasoline;dealer;automatic;Manila;Silver / Grey;458000
ford;everest;suv;2016;41 KM;diesel;dealer;automatic;Manila;Silver / Grey;1008000
chevrolet;trailblazer-2015;suv;2016;49,000 KM;diesel;dealer;automatic;Manila;White;888000
toyota;vios;sedan;2016;30,000 KM;gasoline;dealer;automatic;Quezon City;Red;558000
toyota;vios;sedan;2016;11,000 KM;gasoline;dealer;manual;Manila;Black;440000
toyota;vios;sedan;2016;8,000 KM;gasoline;dealer;manual;Manila;Black;510000
toyota;innova;mpv;2015;9,800 KM;gasoline;dealer;manual;Manila;Brown;770000
toyota;vios;sedan;2016;8,800 KM;gasoline;dealer;manual;Manila;Orange;510000
toyota;innova;mpv;2016;n/a;gasoline;dealer;manual;Pasay;Silver / Grey;880000
toyota;vios;sedan;2016;8,800 KM;gasoline;dealer;manual;Manila;Silver / Grey;510000
toyota;vios-2017-2018;sedan;2018;1,900 KM;gasoline;dealer;manual;Manila;Brown;533000
toyota;wigo;hatchback;2015;8,000 KM;gasoline;dealer;manual;Manila;Silver / Grey;350000
toyota;vios-2017-2018;sedan;2017;3,000 KM;gasoline;dealer;manual;Manila;Green;565000
toyota;wigo;hatchback;2016;12,700 KM;gasoline;dealer;manual;Manila;n/a;330000
toyota;vios;sedan;2016;13,000 KM;gasoline;dealer;manual;Manila;Green;480000
toyota;vios;sedan;2016;n/a;gasoline;dealer;manual;Manila;Green;425000
toyota;innova;mpv;2016;n/a;gasoline;dealer;manual;Manila;Red;880000
toyota;vios;sedan;2018;10,990 KM;gasoline;dealer;manual;Quezon City;Silver / Grey;488000
toyota;innova;mpv;2016;5,000 KM;gasoline;dealer;manual;Manila;Black;950000
toyota;vios;sedan;2019;10,800 KM;gasoline;dealer;manual;Manila;Silver / Grey;585000
toyota;vios;sedan;2017;8,800 KM;gasoline;dealer;manual;Quezon City;Purple / Pink;458000
toyota;vios;sedan;2016;33,000 KM;gasoline;dealer;manual;Makati;Silver / Grey;411000
toyota;vios;sedan;2017;17,000 KM;gasoline;dealer;manual;Quezon City;Red;428000
hyundai;grand-starex;minivans;2016;13,279 KM;diesel;dealer;manual;Quezon City;White;730000
toyota;hiace-2015-2018;van;2018;3,800 KM;diesel;dealer;manual;Quezon City;Silver / Grey;1270000
